ProductOrServiceCode,Fiscal_Year_gt_2020,product_or_service_code_description,minofsignedyear,maxofsignedyear,minoflast_modified_year,maxoflast_modified_year,PlatformPortfolio,ProductServiceOrRnDarea,RnD_budgetActivity
AN46,TRUE,R&D- MEDICAL: HEALTH SERVICES (MANAGEMENT/SUPPORT),2020,2023,2020,2023,Other R&D and Knowledge Based,R&D administrative and operational expenses,R&D administrative and operational expenses
AN47,FALSE,R&D-HEALTH SVCS-COMERCLIZ,2001,2009,2006,2020,Other R&D and Knowledge Based,Commercialization,Commercialization
AN47,TRUE,R&D- MEDICAL: HEALTH SERVICES (COMMERCIALIZED),2020,2023,2020,2023,Other R&D and Knowledge Based,Commercialization,Commercialization
AN51,FALSE,MENTAL HEALTH (BASIC),2001,2009,2001,2022,Other R&D and Knowledge Based,Basic Research (6.1),Basic Research (6.1)
AN51,TRUE,R&D- MEDICAL: MENTAL HEALTH (BASIC RESEARCH),2020,2023,2020,2023,Other R&D and Knowledge Based,Basic Research (6.1),Basic Research (6.1)
AN52,FALSE,MENTAL HEALTH (APPLIED/EXPLORATORY),2001,2009,2001,2015,Other R&D and Knowledge Based,Applied Research (6.2),Applied Research (6.2)
AN52,TRUE,R&D- MEDICAL: MENTAL HEALTH (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),2020,2023,2020,2023,Other R&D and Knowledge Based,Applied Research (6.2),Applied Research (6.2)
AN53,FALSE,MENTAL HEALTH (ADVANCED),2005,2009,2005,2011,Other R&D and Knowledge Based,Advanced Development,Advanced Development
AN54,FALSE,MENTAL HEALTH (ENGINEERING),2005,2005,2009,2009,Other R&D and Knowledge Based,Engineering Development,Engineering Development
AN55,FALSE,R&D- MEDICAL: MENTAL HEALTH (OPERATIONAL SYSTEMS DEVELOPMENT),2005,2020,2006,2021,Other R&D and Knowledge Based,Operational Systems Development,Operational Systems Development
AN56,FALSE,MENTAL HEALTH (MANAGEMENT/SUPPORT),2001,2009,2002,2022,Other R&D and Knowledge Based,R&D administrative and operational expenses,R&D administrative and operational expenses
AN56,TRUE,R&D- MEDICAL: MENTAL HEALTH (MANAGEMENT/SUPPORT),2020,2023,2020,2023,Other R&D and Knowledge Based,R&D administrative and operational expenses,R&D administrative and operational expenses
AN57,FALSE,R&D-MENTAL HEALTH-COMERCLIZ,2004,2009,2006,2011,Other R&D and Knowledge Based,Commercialization,Commercialization
AN61,FALSE,REHABILITATIVE ENGINEERING (BASIC),2001,2020,2003,2020,Other R&D and Knowledge Based,Basic Research (6.1),Basic Research (6.1)
AN62,FALSE,R&D-MED REHAB ENGINEERING-A RES/EXP,2001,2009,2001,2009,Other R&D and Knowledge Based,Applied Research (6.2),Applied Research (6.2)
AN62,TRUE,R&D- MEDICAL: REHABILITATIVE ENGINEERING (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),2020,2023,2020,2023,Other R&D and Knowledge Based,Applied Research (6.2),Applied Research (6.2)
AN63,FALSE,R&D-MED REHAB ENGINEERING-ADV DEV,2006,2020,2006,2020,Other R&D and Knowledge Based,Advanced Development,Advanced Development
AN64,FALSE,R&D-MED REHAB ENGINEERING-ENG DEV,2004,2009,2004,2021,Other R&D and Knowledge Based,Engineering Development,Engineering Development
AN64,TRUE,R&D- MEDICAL: REHABILITATIVE ENGINEERING (ENGINEERING DEVELOPMENT),2020,2022,2020,2022,Other R&D and Knowledge Based,Engineering Development,Engineering Development
AN66,FALSE,R&D-MED REHAB ENGINEERING-MGMT SUP,2002,2009,2002,2021,Other R&D and Knowledge Based,R&D administrative and operational expenses,R&D administrative and operational expenses
AN71,FALSE,R&D-SPEC MED SVCS-B RES,2001,2009,2002,2021,Other R&D and Knowledge Based,Basic Research (6.1),Basic Research (6.1)
AN71,TRUE,R&D- MEDICAL: SPECIALIZED MEDICAL SERVICES (BASIC RESEARCH),2020,2023,2020,2023,Other R&D and Knowledge Based,Basic Research (6.1),Basic Research (6.1)
AN72,FALSE,R&D-SPEC MED SVCS-A RES/EXPL DEV,2001,2009,2002,2022,Other R&D and Knowledge Based,Applied Research (6.2),Applied Research (6.2)
AN72,TRUE,R&D- MEDICAL: SPECIALIZED MEDICAL SERVICES (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),2020,2023,2020,2023,Other R&D and Knowledge Based,Applied Research (6.2),Applied Research (6.2)
AN73,FALSE,R&D-SPEC MED SVCS-ADV DEV,2002,2009,2006,2022,Other R&D and Knowledge Based,Advanced Development,Advanced Development
AN73,TRUE,R&D- MEDICAL: SPECIALIZED MEDICAL SERVICES (ADVANCED DEVELOPMENT),2020,2023,2020,2023,Other R&D and Knowledge Based,Advanced Development,Advanced Development
AN74,FALSE,R&D-SPEC MED SVCS-ENG DEV,2003,2009,2004,2020,Other R&D and Knowledge Based,Engineering Development,Engineering Development
AN74,TRUE,R&D- MEDICAL: SPECIALIZED MEDICAL SERVICES (ENGINEERING DEVELOPMENT),2020,2023,2020,2023,Other R&D and Knowledge Based,Engineering Development,Engineering Development
AN75,FALSE,R&D-SPEC MED SVCS-OPSY DEV,2002,2020,2007,2022,Other R&D and Knowledge Based,Operational Systems Development,Operational Systems Development
AN76,FALSE,R&D-SPEC MED SVCS-MGMT SUP,2001,2009,2002,2021,Other R&D and Knowledge Based,R&D administrative and operational expenses,R&D administrative and operational expenses
AN76,TRUE,R&D- MEDICAL: SPECIALIZED MEDICAL SERVICES (MANAGEMENT/SUPPORT),2020,2022,2020,2022,Other R&D and Knowledge Based,R&D administrative and operational expenses,R&D administrative and operational expenses
AN77,FALSE,R&D-SPEC MED SVCS-COMERCLIZ,2001,2009,2006,2021,Other R&D and Knowledge Based,Commercialization,Commercialization
AN77,TRUE,R&D- MEDICAL: SPECIALIZED MEDICAL SERVICES (COMMERCIALIZED),2020,2022,2020,2022,Other R&D and Knowledge Based,Commercialization,Commercialization
AN81,FALSE,AIDS RESEARCH (BASIC),2001,2009,2001,2021,Other R&D and Knowledge Based,Basic Research (6.1),Basic Research (6.1)
AN81,TRUE,R&D- MEDICAL: AIDS RESEARCH (BASIC RESEARCH),2020,2023,2020,2023,Other R&D and Knowledge Based,Basic Research (6.1),Basic Research (6.1)
AN82,FALSE,AIDS RESEARCH (APPLIED/EXPLORATORY),2001,2009,2001,2021,Other R&D and Knowledge Based,Applied Research (6.2),Applied Research (6.2)
AN82,TRUE,R&D- MEDICAL: AIDS RESEARCH (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),2020,2023,2020,2023,Other R&D and Knowledge Based,Applied Research (6.2),Applied Research (6.2)
AN83,FALSE,AIDS RESEARCH (ADVANCED),2001,2009,2004,2022,Other R&D and Knowledge Based,Advanced Development,Advanced Development
AN84,FALSE,AIDS RESEARCH (ENGINEERING),2001,2009,2004,2022,Other R&D and Knowledge Based,Engineering Development,Engineering Development
AN85,FALSE,AIDS RESEARCH (OPERATIONAL),2003,2009,2010,2021,Other R&D and Knowledge Based,Operational Systems Development,Operational Systems Development
AN86,FALSE,AIDS RESEARCH (MANAGEMENT/SUPPORT),2001,2009,2002,2021,Other R&D and Knowledge Based,R&D administrative and operational expenses,R&D administrative and operational expenses
AN86,TRUE,R&D- MEDICAL: AIDS RESEARCH (MANAGEMENT/SUPPORT),2020,2023,2020,2023,Other R&D and Knowledge Based,R&D administrative and operational expenses,R&D administrative and operational expenses
AN91,FALSE,OTHER MEDICAL (BASIC),2001,2009,2001,2022,Other R&D and Knowledge Based,Basic Research (6.1),Basic Research (6.1)
AN91,TRUE,R&D- MEDICAL: OTHER (BASIC RESEARCH),2020,2023,2020,2023,Other R&D and Knowledge Based,Basic Research (6.1),Basic Research (6.1)
AN92,FALSE,OTHER MEDICAL (APPLIED/EXPLORATORY),2001,2009,2001,2022,Other R&D and Knowledge Based,Applied Research (6.2),Applied Research (6.2)
AN92,TRUE,R&D- MEDICAL: OTHER (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),2020,2023,2020,2023,Other R&D and Knowledge Based,Applied Research (6.2),Applied Research (6.2)
AN93,FALSE,OTHER MEDICAL (ADVANCED),2001,2009,2004,2022,Other R&D and Knowledge Based,Advanced Development,Advanced Development
AN93,TRUE,R&D- MEDICAL: OTHER (ADVANCED DEVELOPMENT),2020,2023,2020,2023,Other R&D and Knowledge Based,Advanced Development,Advanced Development
AN94,FALSE,OTHER MEDICAL (ENGINEERING),2001,2009,2002,2020,Other R&D and Knowledge Based,Engineering Development,Engineering Development
AN94,TRUE,R&D- MEDICAL: OTHER (ENGINEERING DEVELOPMENT),2020,2023,2020,2023,Other R&D and Knowledge Based,Engineering Development,Engineering Development
AN95,FALSE,OTHER MEDICAL (OPERATIONAL),2001,2009,2004,2022,Other R&D and Knowledge Based,Operational Systems Development,Operational Systems Development
AN95,TRUE,R&D- MEDICAL: OTHER (OPERATIONAL SYSTEMS DEVELOPMENT),2020,2023,2020,2023,Other R&D and Knowledge Based,Operational Systems Development,Operational Systems Development
AN96,FALSE,OTHER MEDICAL (MANAGEMENT/SUPPORT),2001,2009,2002,2021,Other R&D and Knowledge Based,R&D administrative and operational expenses,R&D administrative and operational expenses
AN96,TRUE,R&D- MEDICAL: OTHER (MANAGEMENT/SUPPORT),2020,2023,2020,2023,Other R&D and Knowledge Based,R&D administrative and operational expenses,R&D administrative and operational expenses
AN97,FALSE,R&D-OTHER MEDICAL-COMERCLIZ,2001,2009,2006,2020,Other R&D and Knowledge Based,Commercialization,Commercialization
AN97,TRUE,R&D- MEDICAL: OTHER (COMMERCIALIZED),2020,2023,2020,2023,Other R&D and Knowledge Based,Commercialization,Commercialization
AP17,FALSE,R&D-NAT RESOURCE-AQUACUL-COMERCLIZ,2005,2007,2007,2008,Other R&D and Knowledge Based,Commercialization,Commercialization
AP21,FALSE,LAND (BASIC),2001,2009,2004,2021,Other R&D and Knowledge Based,Basic Research (6.1),Basic Research (6.1)
AP21,TRUE,R&D- NATURAL RESOURCE: LAND (BASIC RESEARCH),2020,2023,2020,2023,Other R&D and Knowledge Based,Basic Research (6.1),Basic Research (6.1)
AP22,FALSE,LAND (APPLIED/EXPLORATORY),2001,2009,2006,2021,Other R&D and Knowledge Based,Applied Research (6.2),Applied Research (6.2)
AP23,FALSE,LAND (ADVANCED),2003,2009,2005,2020,Other R&D and Knowledge Based,Advanced Development,Advanced Development
AP24,FALSE,R&D- NATURAL RESOURCE: LAND (ENGINEERING DEVELOPMENT),2004,2020,2005,2021,Other R&D and Knowledge Based,Engineering Development,Engineering Development
AP25,FALSE,R&D- NATURAL RESOURCE: LAND (OPERATIONAL SYSTEMS DEVELOPMENT),2004,2020,2009,2020,Other R&D and Knowledge Based,Operational Systems Development,Operational Systems Development
AP26,FALSE,LAND (MANAGEMENT/SUPPORT),2004,2009,2005,2021,Other R&D and Knowledge Based,R&D administrative and operational expenses,R&D administrative and operational expenses
AP26,TRUE,R&D- NATURAL RESOURCE: LAND (MANAGEMENT/SUPPORT),2020,2022,2020,2022,Other R&D and Knowledge Based,R&D administrative and operational expenses,R&D administrative and operational expenses
AP27,FALSE,R&D-NAT RESOURCE-LAND-COMERCLIZ,2008,2008,2008,2008,Other R&D and Knowledge Based,Commercialization,Commercialization
AP31,FALSE,MINERAL (BASIC),2004,2009,2004,2009,Other R&D and Knowledge Based,Basic Research (6.1),Basic Research (6.1)
AP32,FALSE,MINERAL (APPLIED/EXPLORATORY),2001,2006,2002,2006,Other R&D and Knowledge Based,Applied Research (6.2),Applied Research (6.2)
AP34,FALSE,MINERAL (ENGINEERING),2008,2009,2008,2009,Other R&D and Knowledge Based,Engineering Development,Engineering Development
AP34,TRUE,R&D- NATURAL RESOURCE: MINERAL (ENGINEERING DEVELOPMENT),2022,2022,2022,2022,Other R&D and Knowledge Based,Engineering Development,Engineering Development
AP35,FALSE,MINERAL (OPERATIONAL),2009,2009,2020,2020,Other R&D and Knowledge Based,Operational Systems Development,Operational Systems Development
AP36,FALSE,MINERAL (MANAGEMENT/SUPPORT),2009,2009,2011,2011,Other R&D and Knowledge Based,R&D administrative and operational expenses,R&D administrative and operational expenses
AP41,FALSE,RECREATION (BASIC),2004,2009,2005,2022,Other R&D and Knowledge Based,Basic Research (6.1),Basic Research (6.1)
AP43,FALSE,RECREATION (ADVANCED),2005,2009,2006,2018,Other R&D and Knowledge Based,Advanced Development,Advanced Development
AP44,FALSE,RECREATION (ENGINEERING),2003,2007,2004,2007,Other R&D and Knowledge Based,Engineering Development,Engineering Development
AP45,FALSE,RECREATION (OPERATIONAL),2005,2020,2005,2022,Other R&D and Knowledge Based,Operational Systems Development,Operational Systems Development
AP46,FALSE,RECREATION (MANAGEMENT/SUPPORT),2004,2009,2004,2021,Other R&D and Knowledge Based,R&D administrative and operational expenses,R&D administrative and operational expenses
AP47,FALSE,R&D-NAT RESOURCE-RECREATN-COMERCLIZ,2007,2009,2007,2020,Other R&D and Knowledge Based,Commercialization,Commercialization
AP50,FALSE,R&D-NAT RES-MARINE & OCEAN,2004,2005,2010,2010,Other R&D and Knowledge Based,Uncategorized R&D,Uncategorized R&D
AP51,FALSE,MARINE AND OCEANOGRAPHIC (BASIC),2001,2009,2001,2022,Other R&D and Knowledge Based,Basic Research (6.1),Basic Research (6.1)
AP51,TRUE,R&D- NATURAL RESOURCE: MARINE AND OCEANOGRAPHIC (BASIC RESEARCH),2020,2023,2020,2023,Other R&D and Knowledge Based,Basic Research (6.1),Basic Research (6.1)
AP52,FALSE,R&D-NAT RES-MARINE & OCEAN-A RES/EX,2001,2009,2001,2022,Other R&D and Knowledge Based,Applied Research (6.2),Applied Research (6.2)
AP52,TRUE,R&D- NATURAL RESOURCE: MARINE AND OCEANOGRAPHIC (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),2020,2022,2020,2023,Other R&D and Knowledge Based,Applied Research (6.2),Applied Research (6.2)
AP53,FALSE,MARINE AND OCEANOGRAPHIC (ADVANCED),2002,2009,2004,2020,Other R&D and Knowledge Based,Advanced Development,Advanced Development
AP54,FALSE,R&D-NAT RES-MARINE & OCEAN-ENG DEV,2004,2008,2005,2020,Other R&D and Knowledge Based,Engineering Development,Engineering Development
AP55,FALSE,R&D-NAT RES-MARINE & OCEAN-OPSY DEV,2005,2008,2007,2021,Other R&D and Knowledge Based,Operational Systems Development,Operational Systems Development
AP56,FALSE,R&D-NAT RES-MARINE & OCEAN-MGMT SUP,2001,2020,2020,2021,Other R&D and Knowledge Based,R&D administrative and operational expenses,R&D administrative and operational expenses
AP57,FALSE,R&D-NAT RESOURCE-MARINE-COMERCLIZ,2009,2009,2009,2009,Other R&D and Knowledge Based,Commercialization,Commercialization
AP61,FALSE,MARINE FISHERIES (BASIC),2001,2009,2001,2022,Other R&D and Knowledge Based,Basic Research (6.1),Basic Research (6.1)
AP61,TRUE,R&D- NATURAL RESOURCE: MARINE FISHERIES (BASIC RESEARCH),2020,2023,2020,2023,Other R&D and Knowledge Based,Basic Research (6.1),Basic Research (6.1)
AP62,FALSE,R&D-NAT RES-MARINE FISHERIES-A RES/,2001,2009,2002,2022,Other R&D and Knowledge Based,Applied Research (6.2),Applied Research (6.2)
AP62,TRUE,R&D- NATURAL RESOURCE: MARINE FISHERIES (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),2020,2022,2020,2022,Other R&D and Knowledge Based,Applied Research (6.2),Applied Research (6.2)
AP63,FALSE,MARINE FISHERIES (ADVANCED),2003,2009,2004,2015,Other R&D and Knowledge Based,Advanced Development,Advanced Development
AP63,TRUE,R&D- NATURAL RESOURCE: MARINE FISHERIES (ADVANCED DEVELOPMENT),2020,2022,2020,2022,Other R&D and Knowledge Based,Advanced Development,Advanced Development
AP64,FALSE,MARINE FISHERIES (ENGINEERING),2004,2009,2005,2021,Other R&D and Knowledge Based,Engineering Development,Engineering Development
AP65,FALSE,MARINE FISHERIES (OPERATIONAL),2002,2009,2003,2009,Other R&D and Knowledge Based,Operational Systems Development,Operational Systems Development
AP66,FALSE,R&D-NAT RES-MARINE FISHERIES-MGMT S,2002,2020,2002,2022,Other R&D and Knowledge Based,R&D administrative and operational expenses,R&D administrative and operational expenses
AP67,FALSE,RDTE/MARINE FISHERIES - OPERATIONAL SYSTEM DEV,2005,2005,2006,2015,Other R&D and Knowledge Based,Commercialization,Commercialization
AP71,FALSE,ATMOSPHERIC (BASIC),2001,2009,2002,2021,Other R&D and Knowledge Based,Basic Research (6.1),Basic Research (6.1)
AP72,FALSE,ATMOSPHERIC (APPLIED/EXPLORATORY),2001,2009,2001,2019,Other R&D and Knowledge Based,Applied Research (6.2),Applied Research (6.2)
AP72,TRUE,R&D- NATURAL RESOURCE: ATMOSPHERIC (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),2020,2023,2020,2023,Other R&D and Knowledge Based,Applied Research (6.2),Applied Research (6.2)
AP73,FALSE,ATMOSPHERIC (ADVANCED),2001,2009,2001,2012,Other R&D and Knowledge Based,Advanced Development,Advanced Development
AP73,TRUE,R&D- NATURAL RESOURCE: ATMOSPHERIC (ADVANCED DEVELOPMENT),2020,2022,2020,2022,Other R&D and Knowledge Based,Advanced Development,Advanced Development
AP74,FALSE,ATMOSPHERIC (ENGINEERING),2002,2009,2002,2021,Other R&D and Knowledge Based,Engineering Development,Engineering Development
AP74,TRUE,R&D- NATURAL RESOURCE: ATMOSPHERIC (ENGINEERING DEVELOPMENT),2020,2023,2020,2023,Other R&D and Knowledge Based,Engineering Development,Engineering Development
AP75,FALSE,ATMOSPHERIC (OPERATIONAL),2006,2009,2009,2012,Other R&D and Knowledge Based,Operational Systems Development,Operational Systems Development
AP76,FALSE,ATMOSPHERIC (MANAGEMENT/SUPPORT),2004,2009,2009,2020,Other R&D and Knowledge Based,R&D administrative and operational expenses,R&D administrative and operational expenses
AP76,TRUE,R&D- NATURAL RESOURCE: ATMOSPHERIC (MANAGEMENT/SUPPORT),2020,2022,2020,2022,Other R&D and Knowledge Based,R&D administrative and operational expenses,R&D administrative and operational expenses
AP91,FALSE,OTHER NATURAL RESOURCES (BASIC),2001,2009,2001,2022,Other R&D and Knowledge Based,Basic Research (6.1),Basic Research (6.1)
AP91,TRUE,R&D- NATURAL RESOURCE: OTHER (BASIC RESEARCH),2020,2023,2020,2023,Other R&D and Knowledge Based,Basic Research (6.1),Basic Research (6.1)
AP92,FALSE,R&D-OTHER NAT RESOURCE-A RES/EXPL D,2001,2020,2001,2021,Other R&D and Knowledge Based,Applied Research (6.2),Applied Research (6.2)
AP93,FALSE,R&D- NATURAL RESOURCE: OTHER (ADVANCED DEVELOPMENT),2004,2020,2005,2020,Other R&D and Knowledge Based,Advanced Development,Advanced Development
AP94,FALSE,R&D-OTHER NAT RESOURCE-ENG DEV,2006,2008,2008,2021,Other R&D and Knowledge Based,Engineering Development,Engineering Development
AP94,TRUE,R&D- NATURAL RESOURCE: OTHER (ENGINEERING DEVELOPMENT),2020,2023,2022,2023,Other R&D and Knowledge Based,Engineering Development,Engineering Development
AP95,TRUE,R&D- NATURAL RESOURCE: OTHER (OPERATIONAL SYSTEMS DEVELOPMENT),2020,2023,2020,2023,Other R&D and Knowledge Based,Operational Systems Development,Operational Systems Development
AP96,FALSE,R&D-OTHER NAT RESOURCE-MGMT SUP,2002,2009,2006,2022,Other R&D and Knowledge Based,R&D administrative and operational expenses,R&D administrative and operational expenses
AP96,TRUE,R&D- NATURAL RESOURCE: OTHER (MANAGEMENT/SUPPORT),2020,2022,2020,2023,Other R&D and Knowledge Based,R&D administrative and operational expenses,R&D administrative and operational expenses
AQ,FALSE,SOCIAL SERVICES RANDD,2004,2004,2005,2010,Other R&D and Knowledge Based,Uncategorized R&D,Uncategorized R&D
AQ11,FALSE,R&D-SOCIAL SVCS-GERIATRIC-B RES,2006,2020,2015,2020,Other R&D and Knowledge Based,Basic Research (6.1),Basic Research (6.1)
AQ12,FALSE,R&D-SOCIAL SVCS-GERIATRIC-A RES/EXP,2001,2009,2015,2019,Other R&D and Knowledge Based,Applied Research (6.2),Applied Research (6.2)
AQ13,FALSE,R&D-SOCIAL SVCS-GERIATRIC-ADV DEV,2009,2009,2009,2009,Other R&D and Knowledge Based,Advanced Development,Advanced Development
AQ14,FALSE,R&D-SOCIAL SVCS-GERIATRIC-ENG DEV,2002,2005,2015,2015,Other R&D and Knowledge Based,Engineering Development,Engineering Development
AQ91,FALSE,OTHER SOCIAL SERVICES (BASIC),2002,2009,2005,2022,Other R&D and Knowledge Based,Basic Research (6.1),Basic Research (6.1)
AQ91,TRUE,R&D- SOCIAL SERVICES: OTHER (BASIC RESEARCH),2020,2023,2020,2023,Other R&D and Knowledge Based,Basic Research (6.1),Basic Research (6.1)
AQ92,FALSE,R&D-OTHER SOCIAL SVCS-A RES/EXPL DE,2004,2009,2005,2020,Other R&D and Knowledge Based,Applied Research (6.2),Applied Research (6.2)
AQ92,TRUE,R&D- SOCIAL SERVICES: OTHER (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),2020,2023,2020,2023,Other R&D and Knowledge Based,Applied Research (6.2),Applied Research (6.2)
AQ93,FALSE,OTHER SOCIAL SERVICES (ADVANCED),2002,2009,2002,2022,Other R&D and Knowledge Based,Advanced Development,Advanced Development
AQ93,TRUE,R&D- SOCIAL SERVICES: OTHER (ADVANCED DEVELOPMENT),2020,2023,2020,2023,Other R&D and Knowledge Based,Advanced Development,Advanced Development
AQ94,FALSE,OTHER SOCIAL SERVICES (ENGINEERING),2008,2009,2009,2021,Other R&D and Knowledge Based,Engineering Development,Engineering Development
AQ95,FALSE,OTHER SOCIAL SERVICES (OPERATIONAL),2004,2009,2009,2022,Other R&D and Knowledge Based,Operational Systems Development,Operational Systems Development
AQ95,TRUE,R&D- SOCIAL SERVICES: OTHER (OPERATIONAL SYSTEMS DEVELOPMENT),2022,2022,2022,2022,Other R&D and Knowledge Based,Operational Systems Development,Operational Systems Development
