"hts10","hts_description","USITC.Tier","PlatformPortfolio.USITC","PlatformPortfolio.Ordnance","PlatformPortfolio","PlatformPortfolio2","PlatformPortfolio3","ArmsDual","ClassificationJustification","Total","MinOfYear","MaxOfYear","Invalid","end_use","minyear","maxyear","mincid","maxcid","sitc","end_use_import","end_use_export","ag_code","sic","naics","hitech","flow","ATP"
"9301.10.0080","ARTILLERY WEAPONS (EXCEPT SELF-PROPELLED), MILITARY, FOR EXAMPLE, GUNS, HOWITZERS AND MORTARS","Systems and Ordnance","Ordnance and Missiles","Artillery","Ordnance and Missiles",NA,NA,"Arms",NA,505421146,2012,2019,FALSE,"Mixed",2012,2019,2015-06-01,2019-03-01,"89112","50010","50050","1",NA,"332994","09","Both","Both"
"9301.11.0000","SELF-PROPELLED ARTILLERY WEAPONS (FOR EXAMPLE, GUNS, HOWITZERS AND MORTARS) MILITARY WEAPONS, OTHER THAN REVOLVERS & PISTOLS & ARMS OF HEADING 9307","Systems and Ordnance","Land Vehicles","Artillery","Land Vehicles",NA,NA,"Arms",NA,314565874,2002,2011,TRUE,"Mixed",2002,2011,2003-02-01,2014-06-01,"89112","50010","50050","1",NA,"336992","09","Both",NA
"9301.19.0000","ARTILLERY WEAPONS (EXCEPT SELF-PROPELLED), MILITARY, FOR EXAMPLE, GUNS, HOWITZERS AND MORTARS","Systems and Ordnance","Ordnance and Missiles","Artillery","Ordnance and Missiles",NA,NA,"Arms",NA,567234434,2002,2011,TRUE,"Mixed",2011,2011,2014-06-01,2014-06-01,"89112","50010","50050","1",NA,"332995","09","Both",NA
"9301.20.0000","ROCKET LAUNCHERS FLAMETHROWERS, GRENADE LAUNCHERS, AND TORPEDO TUBES, AND SIMILAR PROJECTORS (MILITARY)","Systems and Ordnance","Ordnance and Missiles","Launchers","Ordnance and Missiles",NA,NA,"Arms",NA,1708957373,2002,2019,TRUE,"Mixed",2002,2019,2003-02-01,2019-03-01,"89112","50010","50050","1",NA,"Mixed","09","Both","Both"
"9301.90.3000","MILITARY RIFLES","Systems and Ordnance","Ordnance and Missiles","Other Small Arms","Ordnance and Missiles",NA,NA,"Arms",NA,868483653,2002,2019,FALSE,"50050",2002,2019,2003-02-01,2019-03-01,"89112",NA,"50050","1",NA,"332994","00","Export",NA
"9301.90.3010","MILITARY RIFLES, Telescopic sights imported with rifles","Parts and Accessories","Ordnance and Missiles","Other Small Arms","Ordnance and Missiles",NA,NA,"Arms",NA,868483653,2002,2019,FALSE,"50010",2002,2019,2003-02-01,2019-03-01,"89112","50010",NA,"1",NA,"332994","00","Import",NA
"9301.90.3020","MILITARY RIFLES, Rifles","Systems and Ordnance","Ordnance and Missiles","Other Small Arms","Ordnance and Missiles",NA,NA,"Arms",NA,868483653,2002,2019,FALSE,"50010",2002,2019,2003-02-01,2019-03-01,"89112","50010",NA,"1",NA,"332994","00","Import",NA
"9301.90.6000","MILITARY SHOTGUNS","Systems and Ordnance","Ordnance and Missiles","Other Small Arms","Ordnance and Missiles",NA,NA,"Arms",NA,60208925,2002,2019,TRUE,"Mixed",2002,2019,2003-02-01,2019-03-01,"89112","50010","50050","1",NA,"332994","00","Both",NA
"9301.90.9030","MACHINE GUNS, MILITARY","Systems and Ordnance","Ordnance and Missiles","Other Small Arms","Ordnance and Missiles",NA,NA,"Arms",NA,1026491410,2002,2019,TRUE,"Mixed",2002,2019,2003-02-01,2019-03-01,"89112","50010","50050","1",NA,"Mixed","09","Both","Both"
"9301.90.9090","MILITARY WEAPONS, OTHER THAN ARMS OF HEADING 9307, NESOI","Systems and Ordnance","Ordnance and Missiles","Other Small Arms","Ordnance and Missiles",NA,NA,"Arms",NA,779447031,2002,2019,TRUE,"Mixed",2002,2019,2003-02-01,2019-03-01,"89112","50010","50050","1",NA,"Mixed","Mixed","Both","Import"
"9302.00.0000","REVOLVERS AND PISTOLS, OTHER THAN THOSE OF HEADING 9303 OR 9304","Systems and Ordnance","Ordnance and Missiles","Other Small Arms","Ordnance and Missiles",NA,NA,"Arms",NA,NA,NA,NA,TRUE,"41120",1989,2004,1993-07-01,2005-02-01,"89114","41120","41120","1","3484","332994","00","Both",NA
"9302.00.0020","REVOLVERS, OTHER THAN THOSE OF HEADING 9303 OR 9304","Systems and Ordnance","Ordnance and Missiles","Other Small Arms","Ordnance and Missiles",NA,NA,"Arms",NA,NA,NA,NA,TRUE,"41120",2005,2019,2006-02-01,2019-03-01,"89114","41120","41120","1",NA,"332994","00","Both",NA
"9302.00.0040","PISTOLS, SEMIAUTOMATIC, OTHER THAN THOSE OF HEADING 9303 OR 9304","Systems and Ordnance","Ordnance and Missiles","Other Small Arms","Ordnance and Missiles",NA,NA,"Arms",NA,NA,NA,NA,TRUE,"41120",2005,2019,2006-02-01,2019-03-01,"89114","41120","41120","1",NA,"332994","00","Both",NA
"9302.00.0090","PISTOLS, OTHER THAN THOSE OF HEADING 9303 OR 9304, EXCEPT SEMIAUTOMATIC","Systems and Ordnance","Ordnance and Missiles","Other Small Arms","Ordnance and Missiles",NA,NA,"Arms",NA,NA,NA,NA,FALSE,"41120",2005,2019,2006-02-01,2019-03-01,"89114","41120","41120","1",NA,"332994","00","Both",NA
"9303.10.0000","MUZZLE-LOADING FIREARMS","Systems and Ordnance","Ordnance and Missiles","Other Small Arms","Ordnance and Missiles",NA,NA,"Arms",NA,NA,NA,NA,TRUE,"41120",1989,2019,1993-07-01,2019-03-01,"89131","41120","41120","1","3484","332994","00","Both",NA
"9303.20.0010","SHOTGUNS FOR SPORTING, HUNTING OR TARGET-SHOOTING","Systems and Ordnance","Ordnance and Missiles","Other Small Arms","Ordnance and Missiles",NA,NA,"Arms",NA,NA,NA,NA,TRUE,"41120",1989,2004,1994-07-01,2005-02-01,"89131",NA,"41120","1","3484","332994","00","Export",NA
"9303.20.0020","NEW: Autoloading; Indent: 3","Systems and Ordnance","Ordnance and Missiles","Other Small Arms","Ordnance and Missiles",NA,NA,"Arms",NA,NA,NA,NA,TRUE,"41120",1989,2019,1993-07-01,2019-03-01,"89131","41120",NA,"1","3484","332994","00","Import",NA
"9303.20.0030","SHOTGUNS, PUMP ACTION, NESOI","Systems and Ordnance","Ordnance and Missiles","Other Small Arms","Ordnance and Missiles",NA,NA,"Arms",NA,NA,NA,NA,TRUE,"41120",2005,2019,2006-02-01,2019-03-01,"89131","41120","41120","1",NA,"332994","00","Both",NA
"9303.20.0035","SHOTGUNS, NESOI","Systems and Ordnance","Ordnance and Missiles","Other Small Arms","Ordnance and Missiles",NA,NA,"Arms",NA,NA,NA,NA,TRUE,"41120",2005,2019,2006-02-01,2019-03-01,"89131",NA,"41120","1",NA,"332994","00","Export",NA
"9303.20.0040","NEW: Over and under; Indent: 3","Systems and Ordnance","Ordnance and Missiles","Other Small Arms","Ordnance and Missiles",NA,NA,"Arms",NA,NA,NA,NA,TRUE,"41120",1989,2019,1993-07-01,2019-03-01,"89131","41120",NA,"1","3484","332994","00","Import",NA
"9303.20.0060","SHOTGUNS, NESOI",NA,"Ordnance and Missiles","Other Small Arms","Ordnance and Missiles",NA,NA,"Arms","hts decription",NA,1989,2004,FALSE,"41120",1989,2004,1993-07-01,2005-02-01,"89131","41120",NA,"1","3484","332994","00","Import",NA
"9303.20.0065","NEW: Other; Indent: 3","Systems and Ordnance","Ordnance and Missiles","Other Small Arms","Ordnance and Missiles",NA,NA,"Arms",NA,NA,NA,NA,FALSE,"41120",2005,2019,2006-02-01,2019-03-01,"89131","41120",NA,"1",NA,"332994","00","Import",NA
"9303.20.0080","COMBINATION SHOTGUN-RIFLES","Systems and Ordnance","Ordnance and Missiles","Other Small Arms","Ordnance and Missiles",NA,NA,"Arms",NA,NA,NA,NA,FALSE,"41120",1989,2019,1993-07-01,2019-03-01,"89131","41120","41120","1","3484","332994","00","Both",NA
"9303.30.3020","CENTERFIRE SPORTING, HUNTING OR TARGET-SHOOTING RIFLES, VALUED OVER $25 BUT NOT OVER $50 EACH","Systems and Ordnance","Ordnance and Missiles","Other Small Arms","Ordnance and Missiles",NA,NA,"Arms",NA,NA,NA,NA,FALSE,"41120",2008,2019,2009-02-01,2019-03-01,"89131",NA,"41120","1",NA,"332994","00","Export",NA
"9303.30.3030","RIMFIRE SPORTING, HUNTING, OR TARGET-SHOOTING RIFLES VALUED OVER $25 BUT NOT OVER $50 EACH","Systems and Ordnance","Ordnance and Missiles","Other Small Arms","Ordnance and Missiles",NA,NA,"Arms",NA,NA,NA,NA,FALSE,"41120",2008,2019,2009-02-01,2019-03-01,"89131",NA,"41120","1",NA,"332994","00","Export",NA
"9303.30.4000","OTHER SPORTING, HUNTING, OR TARGER-SHOOTING RIFLE VALUED OVER $50 EACH",NA,"Ordnance and Missiles","Other Small Arms","Ordnance and Missiles",NA,NA,"Arms","hts decription",NA,1989,1989,FALSE,"41120",1989,1989,1993-07-01,1993-07-01,"89131","41120",NA,"1","3484",NA,NA,"Import",NA
"9303.30.4010","NEW: Telescopic sights imported with rifles; Indent: 3","Parts and Accessories","Ordnance and Missiles","Other Small Arms","Ordnance and Missiles",NA,NA,"Arms",NA,NA,NA,NA,FALSE,"41120",1989,2019,1993-07-01,2019-03-01,"89131","41120","41120","1","3484","332994","00","Both",NA
"9303.30.4020","CENTERFIRE SPORTING, HUNTING OR TARGET-SHOOTING RIFLES, VALUED OVER $25 BUT NOT OVER $50 EACH","Systems and Ordnance","Ordnance and Missiles","Other Small Arms","Ordnance and Missiles",NA,NA,"Arms",NA,NA,NA,NA,FALSE,"41120",2002,2019,2003-02-01,2019-03-01,"89131","41120","41120","1",NA,"332994","00","Both",NA
"9303.30.4030","RIMFIRE SPORTING, HUNTING, OR TARGET-SHOOTING RIFLES VALUED OVER $25 BUT NOT OVER $50 EACH","Systems and Ordnance","Ordnance and Missiles","Other Small Arms","Ordnance and Missiles",NA,NA,"Arms",NA,NA,NA,NA,FALSE,"41120",2002,2019,2003-02-01,2019-03-01,"89131","41120","41120","1",NA,"332994","00","Both",NA
"9303.30.7010","RIFLES, CENTERFIRE AUTOLOADING","Systems and Ordnance","Ordnance and Missiles","Other Small Arms","Ordnance and Missiles",NA,NA,"Arms",NA,NA,NA,NA,FALSE,"41120",2008,2019,2009-02-01,2019-03-01,"89131",NA,"41120","1",NA,"332994","00","Export",NA
"9303.30.7012","RIFLES, SINGLE SHOT CENTERFIRE BOLT ACTION","Systems and Ordnance","Ordnance and Missiles","Other Small Arms","Ordnance and Missiles",NA,NA,"Arms",NA,NA,NA,NA,FALSE,"41120",2008,2019,2009-02-01,2019-03-01,"89131",NA,"41120","1",NA,"332994","00","Export",NA
"9303.30.7017","RIFLES, CENTERFIRE BOLT ACTION, NESOI","Systems and Ordnance","Ordnance and Missiles","Other Small Arms","Ordnance and Missiles",NA,NA,"Arms",NA,NA,NA,NA,FALSE,"41120",2008,2019,2009-02-01,2019-03-01,"89131",NA,"41120","1",NA,"332994","00","Export",NA
"9303.30.7025","RIFLES, CENTERFIRE, NESOI","Systems and Ordnance","Ordnance and Missiles","Other Small Arms","Ordnance and Missiles",NA,NA,"Arms",NA,NA,NA,NA,FALSE,"41120",2008,2019,2009-02-01,2019-03-01,"89131",NA,"41120","1",NA,"332994","00","Export",NA
"9303.30.7030","RIMFIRE SPORTING, HUNTING OR TARGET-SHOOTING RIFLES, NESOI","Systems and Ordnance","Ordnance and Missiles","Other Small Arms","Ordnance and Missiles",NA,NA,"Arms",NA,NA,NA,NA,FALSE,"41120",2008,2019,2009-02-01,2019-03-01,"89131",NA,"41120","1",NA,"332994","00","Export",NA
"9303.30.8005","NEW: Telescopic sights imported with rifles; Indent: 3","Parts and Accessories","Ordnance and Missiles","Other Small Arms","Ordnance and Missiles",NA,NA,"Arms",NA,NA,NA,NA,TRUE,"41120",1989,2019,1993-07-01,2019-03-01,"89131","41120",NA,"1","3484","332994","00","Import",NA
"9303.30.8010","RIFLES, CENTERFIRE AUTOLOADING","Systems and Ordnance","Ordnance and Missiles","Other Small Arms","Ordnance and Missiles",NA,NA,"Arms",NA,NA,NA,NA,TRUE,"41120",2005,2019,2006-02-01,2019-03-01,"89131","41120","41120","1",NA,"332994","00","Both",NA
"9303.30.8012","RIFLES, SINGLE SHOT CENTERFIRE BOLT ACTION","Systems and Ordnance","Ordnance and Missiles","Other Small Arms","Ordnance and Missiles",NA,NA,"Arms",NA,NA,NA,NA,TRUE,"41120",2005,2019,2006-02-01,2019-03-01,"89131","41120","41120","1",NA,"332994","00","Both",NA
"9303.30.8015","CENTERFIRE BOLT ACTION RIFLES",NA,"Ordnance and Missiles","Other Small Arms","Ordnance and Missiles",NA,NA,"Arms","hts decription",NA,1989,2004,FALSE,"41120",1989,2004,1993-07-01,2005-02-01,"89131","41120",NA,"1","3484","332994","00","Import",NA
"9303.30.8017","RIFLES, CENTERFIRE BOLT ACTION, NESOI","Systems and Ordnance","Ordnance and Missiles","Other Small Arms","Ordnance and Missiles",NA,NA,"Arms",NA,NA,NA,NA,FALSE,"41120",2005,2019,2006-02-01,2019-03-01,"89131","41120","41120","1",NA,"332994","00","Both",NA
"9303.30.8020","CENTERFIRE SPORTING, HUNTING OR TARGET-SHOOTING RIFLES, NESOI","Systems and Ordnance","Ordnance and Missiles","Other Small Arms","Ordnance and Missiles",NA,NA,"Arms",NA,NA,NA,NA,FALSE,"41120",1989,2004,1993-07-01,2005-02-01,"89131","41120","41120","1","3484","332994","00","Both",NA
"9303.30.8025","RIFLES, CENTERFIRE, NESOI","Systems and Ordnance","Ordnance and Missiles","Other Small Arms","Ordnance and Missiles",NA,NA,"Arms",NA,NA,NA,NA,FALSE,"41120",2005,2019,2006-02-01,2019-03-01,"89131","41120","41120","1",NA,"332994","00","Both",NA
"9303.30.8030","RIMFIRE SPORTING, HUNTING OR TARGET-SHOOTING RIFLES, NESOI","Systems and Ordnance","Ordnance and Missiles","Other Small Arms","Ordnance and Missiles",NA,NA,"Arms",NA,NA,NA,NA,FALSE,"41120",2002,2019,2003-02-01,2019-03-01,"89131","41120","41120","1",NA,"332994","00","Both",NA
"9303.30.8040","CENTERFIRE BOLT ACTION RIFLES",NA,"Ordnance and Missiles","Other Small Arms","Ordnance and Missiles",NA,NA,"Arms","hts decription",NA,1989,1989,FALSE,"41120",1989,1989,1993-07-01,1993-07-01,"89131","41120",NA,"1","3484",NA,NA,"Import",NA
"9303.30.8050","CENTERFIRE SPORTING, HUNTING OR TARGET-SHOOTING RIFLES, NESOI","Systems and Ordnance","Ordnance and Missiles","Other Small Arms","Ordnance and Missiles",NA,NA,"Arms",NA,NA,NA,NA,FALSE,"41120",1989,1989,1994-07-01,1994-07-01,"89131",NA,"41120","1","3484",NA,NA,"Export",NA
"9303.30.8060","CENTERFIRE RIFLES, NESOI",NA,"Ordnance and Missiles","Other Small Arms","Ordnance and Missiles",NA,NA,"Arms","hts decription",NA,1989,1989,FALSE,"41120",1989,1989,1993-07-01,1993-07-01,"89131","41120",NA,"1","3484",NA,NA,"Import",NA
"9303.30.8080","RIMFIRE SPORTING, HUNTING OR TARGET-SHOOTING RIFLES, NESOI","Systems and Ordnance","Ordnance and Missiles","Other Small Arms","Ordnance and Missiles",NA,NA,"Arms",NA,NA,NA,NA,FALSE,"41120",1989,1989,1993-07-01,1994-07-01,"89131","41120","41120","1","3484",NA,NA,"Both",NA
"9303.90.4000","PISTOLS AND REVOLVERS DESIGNED TO FIRE ONLY BLANK CARTRIDGES OR BLANK AMMUNITION","Systems and Ordnance","Ordnance and Missiles","Other Small Arms","Ordnance and Missiles",NA,NA,"Arms",NA,NA,NA,NA,FALSE,"41120",1989,2019,1993-07-01,2019-03-01,"89131","41120","41120","1","3484","332994","00","Both",NA
"9303.90.8000","FIREARMS AND SIMILAR DEVICES WHICH OPERATE BY THE FIRING OF AN EXPLOSIVE CHARGE, NESOI","Systems and Ordnance","Ordnance and Missiles","Other Small Arms","Ordnance and Missiles",NA,NA,"Arms",NA,NA,NA,NA,FALSE,"41120",1989,2019,1993-07-01,2019-03-01,"89131","41120","41120","1","3484","332994","00","Both",NA
"9304.00.0000","OTHER ARMS (FOR EX SPRING, AIR OR GAS GUNS AND PISTOLS, TRUNCHEONS), EXCLUDING THOSE OF HEADING 9307","Systems and Ordnance","Ordnance and Missiles","Other Small Arms","Ordnance and Missiles",NA,NA,"Arms",NA,NA,NA,NA,FALSE,"41120",1989,2019,1994-07-01,2019-03-01,"89139",NA,"41120","1","3484","332994","00","Export",NA
"9304.00.2000","NEW: Rifles; Indent: 2","Systems and Ordnance","Ordnance and Missiles","Other Small Arms","Ordnance and Missiles",NA,NA,"Arms",NA,NA,NA,NA,FALSE,"41120",1989,2019,1993-07-01,2019-03-01,"89139","41120",NA,"1","3484","332994","09","Import","Import"
"9304.00.4000","NEW: Other; Indent: 2","Systems and Ordnance","Ordnance and Missiles","Other Small Arms","Ordnance and Missiles",NA,NA,"Arms",NA,NA,NA,NA,FALSE,"41120",1989,2019,1993-07-01,2019-03-01,"89139","41120",NA,"1","3484","332994","00","Import",NA
