ProductOrServiceCode,ProductOrServiceCodeText,PlatformPortfolio,ProductOrServiceCode1L,ProductOrServiceCode2L,ProductOrServiceCode2R,ProductOrServiceCode1L1R,Simple,DoDportfolioGroup,DoDportfolio,DoDportfolioCategory,DoDportfolioSubCategory,ProductServiceOrRnDarea,Level1_Code,Level1_Category,Level2_Code,Level2_Category
AA91,OTHER AGRICULTURE (BASIC),Other R&D and Knowledge Based,A,AA,91,A1,R&D,1.  Research and Development,3.  Technology Base,Basic Research (6.1),NULL,Basic Research (6.1),17,Research and Development,17.3,Technology Base
AA92,R&D- AGRICULTURE: OTHER (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),Other R&D and Knowledge Based,A,AA,92,A2,R&D,1.  Research and Development,3.  Technology Base,Exploratory Development (6.2),NULL,Applied Research (6.2),17,Research and Development,17.3,Technology Base
AA93,OTHER AGRICULTURE (ADVANCED),Other R&D and Knowledge Based,A,AA,93,A3,R&D,1.  Research and Development,1.  Systems Development,Advanced Development (6.3),NULL,Advanced Technology Development (6.3),17,Research and Development,17.1,Systems Development
AA94,OTHER AGRICULTURE (ENGINEERING),Other R&D and Knowledge Based,A,AA,94,A4,R&D,1.  Research and Development,1.  Systems Development,Engineering Development (6.4),NULL,Advanced Component Development & Prototypes (6.4),17,Research and Development,17.1,Systems Development
AA95,OTHER AGRICULTURE (OPERATIONAL),Other R&D and Knowledge Based,A,AA,95,A5,R&D,1.  Research and Development,2.  Operational Systems Development,Operational Systems Development (6.5),NULL,System Development & Demonstration (6.5),17,Research and Development,17.2,Operational Systems Development
AA96,R&D- AGRICULTURE: OTHER (MANAGEMENT/SUPPORT),Other R&D and Knowledge Based,A,AA,96,A6,Services,2.  Knowledge Based Services,2.  Program Management Services,RDT&E Management Support (6.6),NULL,PAMS,2,Professional Services,2.3,Management Advisory Services
AA97,R&D-OTHER AGRI-COMERCLIZ,Other R&D and Knowledge Based,A,AA,97,A7,R&D,1.  Research and Development,4.  Commericalization,Commericalization,NULL,Operational Systems Development (6.7),17,Research and Development,17.4,Commericalization
AB11,R&D- COMMUNITY SVC/DEVELOP: CRIME PREVENTION/CONTROL (BASIC RESEARCH),Other R&D and Knowledge Based,A,AB,11,A1,R&D,1.  Research and Development,3.  Technology Base,Basic Research (6.1),NULL,Basic Research (6.1),17,Research and Development,17.3,Technology Base
AB12,R&D- COMMUNITY SVC/DEVELOP: CRIME PREVENTION/CONTROL (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),Other R&D and Knowledge Based,A,AB,12,A2,R&D,1.  Research and Development,3.  Technology Base,Exploratory Development (6.2),NULL,Applied Research (6.2),17,Research and Development,17.3,Technology Base
AB13,R&D- COMMUNITY SVC/DEVELOP: CRIME PREVENTION/CONTROL (ADVANCED DEVELOPMENT),Other R&D and Knowledge Based,A,AB,13,A3,R&D,1.  Research and Development,1.  Systems Development,Advanced Development (6.3),NULL,Advanced Technology Development (6.3),17,Research and Development,17.1,Systems Development
AB14,R&D- COMMUNITY SVC/DEVELOP: CRIME PREVENTION/CONTROL (ENGINEERING DEVELOPMENT),Other R&D and Knowledge Based,A,AB,14,A4,R&D,1.  Research and Development,1.  Systems Development,Engineering Development (6.4),NULL,Advanced Component Development & Prototypes (6.4),17,Research and Development,17.1,Systems Development
AB15,R&D-CRIME PREVENT & CONT-OPSY DEV,Other R&D and Knowledge Based,A,AB,15,A5,R&D,1.  Research and Development,2.  Operational Systems Development,Operational Systems Development (6.5),NULL,System Development & Demonstration (6.5),17,Research and Development,17.2,Operational Systems Development
AB16,R&D- COMMUNITY SVC/DEVELOP: CRIME PREVENTION/CONTROL (MANAGEMENT/SUPPORT),Other R&D and Knowledge Based,A,AB,16,A6,Services,2.  Knowledge Based Services,2.  Program Management Services,RDT&E Management Support (6.6),NULL,PAMS,2,Professional Services,2.3,Management Advisory Services
AB17,R&D-CRIME PREVENT & CONT-COMERCLIZ,Other R&D and Knowledge Based,A,AB,17,A7,R&D,1.  Research and Development,4.  Commericalization,Commericalization,NULL,Operational Systems Development (6.7),17,Research and Development,17.4,Commericalization
AB21,FIRE PREVENTION AND CONTROL (BASIC),Other R&D and Knowledge Based,A,AB,21,A1,R&D,1.  Research and Development,3.  Technology Base,Basic Research (6.1),NULL,Basic Research (6.1),17,Research and Development,17.3,Technology Base
AB22,R&D- COMMUNITY SVC/DEVELOP: FIRE PREVENTION/CONTROL (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),Other R&D and Knowledge Based,A,AB,22,A2,R&D,1.  Research and Development,3.  Technology Base,Exploratory Development (6.2),NULL,Applied Research (6.2),17,Research and Development,17.3,Technology Base
AB23,R&D- COMMUNITY SVC/DEVELOP: FIRE PREVENTION/CONTROL (ADVANCED DEVELOPMENT),Other R&D and Knowledge Based,A,AB,23,A3,R&D,1.  Research and Development,1.  Systems Development,Advanced Development (6.3),NULL,Advanced Technology Development (6.3),17,Research and Development,17.1,Systems Development
AB24,R&D- COMMUNITY SVC/DEVELOP: FIRE PREVENTION/CONTROL (ENGINEERING DEVELOPMENT),Other R&D and Knowledge Based,A,AB,24,A4,R&D,1.  Research and Development,1.  Systems Development,Engineering Development (6.4),NULL,Advanced Component Development & Prototypes (6.4),17,Research and Development,17.1,Systems Development
AB25,R&D-FIRE PREVENT & CONT-OPSY DEV,Other R&D and Knowledge Based,A,AB,25,A5,R&D,1.  Research and Development,2.  Operational Systems Development,Operational Systems Development (6.5),NULL,System Development & Demonstration (6.5),17,Research and Development,17.2,Operational Systems Development
AB26,R&D- COMMUNITY SVC/DEVELOP: FIRE PREVENTION/CONTROL (MANAGEMENT/SUPPORT),Other R&D and Knowledge Based,A,AB,26,A6,Services,2.  Knowledge Based Services,2.  Program Management Services,RDT&E Management Support (6.6),NULL,PAMS,2,Professional Services,2.3,Management Advisory Services
AB27,R&D- COMMUNITY SVC/DEVELOP: FIRE PREVENTION/CONTROL (COMMERCIALIZED),Other R&D and Knowledge Based,A,AB,27,A7,R&D,1.  Research and Development,4.  Commericalization,Commericalization,NULL,Operational Systems Development (6.7),17,Research and Development,17.4,Commericalization
AB31,R&D- COMMUNITY SERVICE/DEVELOPMENT: RURAL (BASIC RESEARCH),Other R&D and Knowledge Based,A,AB,31,A1,R&D,1.  Research and Development,3.  Technology Base,Basic Research (6.1),NULL,Basic Research (6.1),17,Research and Development,17.3,Technology Base
AB32,R&D- COMMUNITY SERVICE/DEVELOPMENT: RURAL (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),Other R&D and Knowledge Based,A,AB,32,A2,R&D,1.  Research and Development,3.  Technology Base,Exploratory Development (6.2),NULL,Applied Research (6.2),17,Research and Development,17.3,Technology Base
AB33,R&D-RURAL SVCS & DEVELOP-ADV DEV,Other R&D and Knowledge Based,A,AB,33,A3,R&D,1.  Research and Development,1.  Systems Development,Advanced Development (6.3),NULL,Advanced Technology Development (6.3),17,Research and Development,17.1,Systems Development
AB34,R&D-RURAL SVCS & DEVELOP-ENG DEV,Other R&D and Knowledge Based,A,AB,34,A4,R&D,1.  Research and Development,1.  Systems Development,Engineering Development (6.4),NULL,Advanced Component Development & Prototypes (6.4),17,Research and Development,17.1,Systems Development
AB35,R&D- COMMUNITY SERVICE/DEVELOPMENT: RURAL (OPERATIONAL SYSTEMS DEVELOPMENT),Other R&D and Knowledge Based,A,AB,35,A5,R&D,1.  Research and Development,2.  Operational Systems Development,Operational Systems Development (6.5),NULL,System Development & Demonstration (6.5),17,Research and Development,17.2,Operational Systems Development
AB36,R&D- COMMUNITY SERVICE/DEVELOPMENT: RURAL (MANAGEMENT/SUPPORT),Other R&D and Knowledge Based,A,AB,36,A6,Services,2.  Knowledge Based Services,2.  Program Management Services,RDT&E Management Support (6.6),NULL,PAMS,2,Professional Services,2.3,Management Advisory Services
AB37,R&D- COMMUNITY SERVICE/DEVELOPMENT: RURAL (COMMERCIALIZED),Other R&D and Knowledge Based,A,AB,37,A7,R&D,1.  Research and Development,4.  Commericalization,Commericalization,NULL,Operational Systems Development (6.7),17,Research and Development,17.4,Commericalization
AB40,R&D-URBAN SVCS & DEVELOP,Other R&D and Knowledge Based,A,AB,40,A0,R&D,1.  Research and Development,6.  Pre-FY 1998 2-Digit Category,Pre-FY 1998 2-Digit Category,NULL,Uncategorized R&D,NULL,NULL,NULL,NULL
AB41,R&D- COMMUNITY SERVICE/DEVELOPMENT: URBAN (BASIC RESEARCH),Other R&D and Knowledge Based,A,AB,41,A1,R&D,1.  Research and Development,3.  Technology Base,Basic Research (6.1),NULL,Basic Research (6.1),17,Research and Development,17.3,Technology Base
AB42,R&D- COMMUNITY SERVICE/DEVELOPMENT: URBAN (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),Other R&D and Knowledge Based,A,AB,42,A2,R&D,1.  Research and Development,3.  Technology Base,Exploratory Development (6.2),NULL,Applied Research (6.2),17,Research and Development,17.3,Technology Base
AB43,R&D-URBAN SVCS & DEVELOP-ADV DEV,Other R&D and Knowledge Based,A,AB,43,A3,R&D,1.  Research and Development,1.  Systems Development,Advanced Development (6.3),NULL,Advanced Technology Development (6.3),17,Research and Development,17.1,Systems Development
AB44,R&D-URBAN SVCS & DEVELOP-ENG DEV,Other R&D and Knowledge Based,A,AB,44,A4,R&D,1.  Research and Development,1.  Systems Development,Engineering Development (6.4),NULL,Advanced Component Development & Prototypes (6.4),17,Research and Development,17.1,Systems Development
AB45,R&D-URBAN SVCS & DEVELOP-OPSY DEV,Other R&D and Knowledge Based,A,AB,45,A5,R&D,1.  Research and Development,2.  Operational Systems Development,Operational Systems Development (6.5),NULL,System Development & Demonstration (6.5),17,Research and Development,17.2,Operational Systems Development
AB46,R&D-URBAN SVCS & DEVELOP-MGMT SUP,Other R&D and Knowledge Based,A,AB,46,A6,Services,2.  Knowledge Based Services,2.  Program Management Services,RDT&E Management Support (6.6),NULL,PAMS,2,Professional Services,2.3,Management Advisory Services
AB47,R&D-URBAN SVCS & DEVELOP-COMERCLIZ,Other R&D and Knowledge Based,A,AB,47,A7,R&D,1.  Research and Development,4.  Commericalization,Commericalization,NULL,Operational Systems Development (6.7),17,Research and Development,17.4,Commericalization
AB90,R&D-OTHER SVC & DEVELOP,Other R&D and Knowledge Based,A,AB,90,A0,R&D,1.  Research and Development,6.  Pre-FY 1998 2-Digit Category,Pre-FY 1998 2-Digit Category,NULL,Uncategorized R&D,NULL,NULL,NULL,NULL
AB91,R&D- COMMUNITY SERVICE/DEVELOPMENT: OTHER (BASIC RESEARCH),Other R&D and Knowledge Based,A,AB,91,A1,R&D,1.  Research and Development,3.  Technology Base,Basic Research (6.1),NULL,Basic Research (6.1),17,Research and Development,17.3,Technology Base
AB92,R&D- COMMUNITY SERVICE/DEVELOPMENT: OTHER (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),Other R&D and Knowledge Based,A,AB,92,A2,R&D,1.  Research and Development,3.  Technology Base,Exploratory Development (6.2),NULL,Applied Research (6.2),17,Research and Development,17.3,Technology Base
AB93,R&D- COMMUNITY SERVICE/DEVELOPMENT: OTHER (ADVANCED DEVELOPMENT),Other R&D and Knowledge Based,A,AB,93,A3,R&D,1.  Research and Development,1.  Systems Development,Advanced Development (6.3),NULL,Advanced Technology Development (6.3),17,Research and Development,17.1,Systems Development
AB94,R&D- COMMUNITY SERVICE/DEVELOPMENT: OTHER (ENGINEERING DEVELOPMENT),Other R&D and Knowledge Based,A,AB,94,A4,R&D,1.  Research and Development,1.  Systems Development,Engineering Development (6.4),NULL,Advanced Component Development & Prototypes (6.4),17,Research and Development,17.1,Systems Development
AB95,R&D- COMMUNITY SERVICE/DEVELOPMENT: OTHER (OPERATIONAL SYSTEMS DEVELOPMENT),Other R&D and Knowledge Based,A,AB,95,A5,R&D,1.  Research and Development,2.  Operational Systems Development,Operational Systems Development (6.5),NULL,System Development & Demonstration (6.5),17,Research and Development,17.2,Operational Systems Development
AB96,R&D- COMMUNITY SERVICE/DEVELOPMENT: OTHER (MANAGEMENT/SUPPORT),Other R&D and Knowledge Based,A,AB,96,A6,Services,2.  Knowledge Based Services,2.  Program Management Services,RDT&E Management Support (6.6),NULL,PAMS,2,Professional Services,2.3,Management Advisory Services
AB97,R&D- COMMUNITY SERVICE/DEVELOPMENT: OTHER (COMMERCIALIZED),Other R&D and Knowledge Based,A,AB,97,A7,R&D,1.  Research and Development,4.  Commericalization,Commericalization,NULL,Operational Systems Development (6.7),17,Research and Development,17.4,Commericalization
AC11,DEFENSE AIRCRAFT (BASIC),Aircraft,A,AC,11,A1,R&D,1.  Research and Development,3.  Technology Base,Basic Research (6.1),NULL,Basic Research (6.1),17,Research and Development,17.3,Technology Base
AC12,R&D- DEFENSE SYSTEM: AIRCRAFT (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),Aircraft,A,AC,12,A2,R&D,1.  Research and Development,3.  Technology Base,Exploratory Development (6.2),NULL,Applied Research (6.2),17,Research and Development,17.3,Technology Base
AC13,DEFENSE AIRCRAFT (ADVANCED),Aircraft,A,AC,13,A3,R&D,1.  Research and Development,1.  Systems Development,Advanced Development (6.3),NULL,Advanced Technology Development (6.3),17,Research and Development,17.1,Systems Development
AC14,DEFENSE AIRCRAFT (ENGINEERING),Aircraft,A,AC,14,A4,R&D,1.  Research and Development,1.  Systems Development,Engineering Development (6.4),NULL,Advanced Component Development & Prototypes (6.4),17,Research and Development,17.1,Systems Development
AC15,DEFENSE AIRCRAFT (OPERATIONAL),Aircraft,A,AC,15,A5,R&D,1.  Research and Development,2.  Operational Systems Development,Operational Systems Development (6.5),NULL,System Development & Demonstration (6.5),17,Research and Development,17.2,Operational Systems Development
AC16,R&D- DEFENSE SYSTEM: AIRCRAFT (MANAGEMENT/SUPPORT),Aircraft,A,AC,16,A6,Services,2.  Knowledge Based Services,2.  Program Management Services,RDT&E Management Support (6.6),NULL,PAMS,2,Professional Services,2.3,Management Advisory Services
AC17,R&D- DEFENSE SYSTEM: AIRCRAFT (COMMERCIALIZED),Aircraft,A,AC,17,A7,R&D,1.  Research and Development,4.  Commericalization,Commericalization,NULL,Operational Systems Development (6.7),17,Research and Development,17.4,Commericalization
AC21,R&D- DEFENSE SYSTEM: MISSILE/SPACE SYSTEMS (BASIC RESEARCH),Space Systems,A,AC,21,A1,R&D,1.  Research and Development,3.  Technology Base,Basic Research (6.1),NULL,Basic Research (6.1),17,Research and Development,17.3,Technology Base
AC22,R&D- DEFENSE SYSTEM: MISSILE/SPACE SYSTEMS (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),Space Systems,A,AC,22,A2,R&D,1.  Research and Development,3.  Technology Base,Exploratory Development (6.2),NULL,Applied Research (6.2),17,Research and Development,17.3,Technology Base
AC23,R&D- DEFENSE SYSTEM: MISSILE/SPACE SYSTEMS (ADVANCED DEVELOPMENT),Space Systems,A,AC,23,A3,R&D,1.  Research and Development,1.  Systems Development,Advanced Development (6.3),NULL,Advanced Technology Development (6.3),17,Research and Development,17.1,Systems Development
AC24,R&D- DEFENSE SYSTEM: MISSILE/SPACE SYSTEMS (ENGINEERING DEVELOPMENT),Space Systems,A,AC,24,A4,R&D,1.  Research and Development,1.  Systems Development,Engineering Development (6.4),NULL,Advanced Component Development & Prototypes (6.4),17,Research and Development,17.1,Systems Development
AC25,R&D- DEFENSE SYSTEM: MISSILE/SPACE SYSTEMS (OPERATIONAL SYSTEMS DEVELOPMENT),Space Systems,A,AC,25,A5,R&D,1.  Research and Development,2.  Operational Systems Development,Operational Systems Development (6.5),NULL,System Development & Demonstration (6.5),17,Research and Development,17.2,Operational Systems Development
AC26,R&D- DEFENSE SYSTEM: MISSILE/SPACE SYSTEMS (MANAGEMENT/SUPPORT),Space Systems,A,AC,26,A6,Services,2.  Knowledge Based Services,2.  Program Management Services,RDT&E Management Support (6.6),NULL,PAMS,2,Professional Services,2.3,Management Advisory Services
AC27,R&D- DEFENSE SYSTEM: MISSILE/SPACE SYSTEMS (COMMERCIALIZED),Space Systems,A,AC,27,A7,R&D,1.  Research and Development,4.  Commericalization,Commericalization,NULL,Operational Systems Development (6.7),17,Research and Development,17.4,Commericalization
AC31,DEFENSE SHIPS (BASIC),Ships & Submarines,A,AC,31,A1,R&D,1.  Research and Development,3.  Technology Base,Basic Research (6.1),NULL,Basic Research (6.1),17,Research and Development,17.3,Technology Base
AC32,DEFENSE SHIPS (APPLIED/EXPLORATORY),Ships & Submarines,A,AC,32,A2,R&D,1.  Research and Development,3.  Technology Base,Exploratory Development (6.2),NULL,Applied Research (6.2),17,Research and Development,17.3,Technology Base
AC33,DEFENSE SHIPS (ADVANCED),Ships & Submarines,A,AC,33,A3,R&D,1.  Research and Development,1.  Systems Development,Advanced Development (6.3),NULL,Advanced Technology Development (6.3),17,Research and Development,17.1,Systems Development
AC34,DEFENSE SHIPS (ENGINEERING),Ships & Submarines,A,AC,34,A4,R&D,1.  Research and Development,1.  Systems Development,Engineering Development (6.4),NULL,Advanced Component Development & Prototypes (6.4),17,Research and Development,17.1,Systems Development
AC35,DEFENSE SHIPS (OPERATIONAL),Ships & Submarines,A,AC,35,A5,R&D,1.  Research and Development,2.  Operational Systems Development,Operational Systems Development (6.5),NULL,System Development & Demonstration (6.5),17,Research and Development,17.2,Operational Systems Development
AC36,DEFENSE SHIPS (MANAGEMENT/SUPPORT),Ships & Submarines,A,AC,36,A6,Services,2.  Knowledge Based Services,2.  Program Management Services,RDT&E Management Support (6.6),NULL,PAMS,2,Professional Services,2.3,Management Advisory Services
AC37,R&D- DEFENSE SYSTEM: SHIPS (COMMERCIALIZED),Ships & Submarines,A,AC,37,A7,R&D,1.  Research and Development,4.  Commericalization,Commericalization,NULL,Operational Systems Development (6.7),17,Research and Development,17.4,Commericalization
AC41,DEFENSE TANK - AUTOMOTIVE (BASIC),Land Vehicles,A,AC,41,A1,R&D,1.  Research and Development,3.  Technology Base,Basic Research (6.1),NULL,Basic Research (6.1),17,Research and Development,17.3,Technology Base
AC42,R&D- DEFENSE SYSTEM: TANK/AUTOMOTIVE (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),Land Vehicles,A,AC,42,A2,R&D,1.  Research and Development,3.  Technology Base,Exploratory Development (6.2),NULL,Applied Research (6.2),17,Research and Development,17.3,Technology Base
AC43,R&D- DEFENSE SYSTEM: TANK/AUTOMOTIVE (ADVANCED DEVELOPMENT),Land Vehicles,A,AC,43,A3,R&D,1.  Research and Development,1.  Systems Development,Advanced Development (6.3),NULL,Advanced Technology Development (6.3),17,Research and Development,17.1,Systems Development
AC44,R&D- DEFENSE SYSTEM: TANK/AUTOMOTIVE (ENGINEERING DEVELOPMENT),Land Vehicles,A,AC,44,A4,R&D,1.  Research and Development,1.  Systems Development,Engineering Development (6.4),NULL,Advanced Component Development & Prototypes (6.4),17,Research and Development,17.1,Systems Development
AC45,R&D- DEFENSE SYSTEM: TANK/AUTOMOTIVE (OPERATIONAL SYSTEMS DEVELOPMENT),Land Vehicles,A,AC,45,A5,R&D,1.  Research and Development,2.  Operational Systems Development,Operational Systems Development (6.5),NULL,System Development & Demonstration (6.5),17,Research and Development,17.2,Operational Systems Development
AC46,R&D- DEFENSE SYSTEM: TANK/AUTOMOTIVE (MANAGEMENT/SUPPORT),Land Vehicles,A,AC,46,A6,Services,2.  Knowledge Based Services,2.  Program Management Services,RDT&E Management Support (6.6),NULL,PAMS,2,Professional Services,2.3,Management Advisory Services
AC47,R&D- DEFENSE SYSTEM: TANK/AUTOMOTIVE (COMMERCIALIZED),Land Vehicles,A,AC,47,A7,R&D,1.  Research and Development,4.  Commericalization,Commericalization,NULL,Operational Systems Development (6.7),17,Research and Development,17.4,Commericalization
AC51,R&D- DEFENSE SYSTEM: WEAPONS (BASIC RESEARCH),Ordnance and Missiles,A,AC,51,A1,R&D,1.  Research and Development,3.  Technology Base,Basic Research (6.1),NULL,Basic Research (6.1),17,Research and Development,17.3,Technology Base
AC52,R&D- DEFENSE SYSTEM: WEAPONS (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),Ordnance and Missiles,A,AC,52,A2,R&D,1.  Research and Development,3.  Technology Base,Exploratory Development (6.2),NULL,Applied Research (6.2),17,Research and Development,17.3,Technology Base
AC53,R&D- DEFENSE SYSTEM: WEAPONS (ADVANCED DEVELOPMENT),Ordnance and Missiles,A,AC,53,A3,R&D,1.  Research and Development,1.  Systems Development,Advanced Development (6.3),NULL,Advanced Technology Development (6.3),17,Research and Development,17.1,Systems Development
AC54,R&D- DEFENSE SYSTEM: WEAPONS (ENGINEERING DEVELOPMENT),Ordnance and Missiles,A,AC,54,A4,R&D,1.  Research and Development,1.  Systems Development,Engineering Development (6.4),NULL,Advanced Component Development & Prototypes (6.4),17,Research and Development,17.1,Systems Development
AC55,R&D- DEFENSE SYSTEM: WEAPONS (OPERATIONAL SYSTEMS DEVELOPMENT),Ordnance and Missiles,A,AC,55,A5,R&D,1.  Research and Development,2.  Operational Systems Development,Operational Systems Development (6.5),NULL,System Development & Demonstration (6.5),17,Research and Development,17.2,Operational Systems Development
AC56,R&D- DEFENSE SYSTEM: WEAPONS (MANAGEMENT/SUPPORT),Ordnance and Missiles,A,AC,56,A6,Services,2.  Knowledge Based Services,2.  Program Management Services,RDT&E Management Support (6.6),NULL,PAMS,2,Professional Services,2.3,Management Advisory Services
AC57,R&D- DEFENSE SYSTEM: WEAPONS (COMMERCIALIZED),Ordnance and Missiles,A,AC,57,A7,R&D,1.  Research and Development,4.  Commericalization,Commericalization,NULL,Operational Systems Development (6.7),17,Research and Development,17.4,Commericalization
AC60,R&D-ELECTRONICS & COMM EQ,"Electronics, Comms, & Sensors",A,AC,60,A0,R&D,1.  Research and Development,6.  Pre-FY 1998 2-Digit Category,Pre-FY 1998 2-Digit Category,NULL,Uncategorized R&D,NULL,NULL,NULL,NULL
AC61,R&D- DEFENSE SYSTEM: ELECTRONICS/COMMUNICATION EQUIPMENT (BASIC RESEARCH),"Electronics, Comms, & Sensors",A,AC,61,A1,R&D,1.  Research and Development,3.  Technology Base,Basic Research (6.1),NULL,Basic Research (6.1),17,Research and Development,17.3,Technology Base
AC62,R&D- DEFENSE SYSTEM: ELECTRONICS/COMMUNICATION EQUIPMENT (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),"Electronics, Comms, & Sensors",A,AC,62,A2,R&D,1.  Research and Development,3.  Technology Base,Exploratory Development (6.2),NULL,Applied Research (6.2),17,Research and Development,17.3,Technology Base
AC63,R&D- DEFENSE SYSTEM: ELECTRONICS/COMMUNICATION EQUIPMENT (ADVANCED DEVELOPMENT),"Electronics, Comms, & Sensors",A,AC,63,A3,R&D,1.  Research and Development,1.  Systems Development,Advanced Development (6.3),NULL,Advanced Technology Development (6.3),17,Research and Development,17.1,Systems Development
AC64,R&D- DEFENSE SYSTEM: ELECTRONICS/COMMUNICATION EQUIPMENT (ENGINEERING DEVELOPMENT),"Electronics, Comms, & Sensors",A,AC,64,A4,R&D,1.  Research and Development,1.  Systems Development,Engineering Development (6.4),NULL,Advanced Component Development & Prototypes (6.4),17,Research and Development,17.1,Systems Development
AC65,R&D- DEFENSE SYSTEM: ELECTRONICS/COMMUNICATION EQUIPMENT (OPERATIONAL SYSTEMS DEVELOPMENT),"Electronics, Comms, & Sensors",A,AC,65,A5,R&D,1.  Research and Development,2.  Operational Systems Development,Operational Systems Development (6.5),NULL,System Development & Demonstration (6.5),17,Research and Development,17.2,Operational Systems Development
AC66,R&D- DEFENSE SYSTEM: ELECTRONICS/COMMUNICATION EQUIPMENT (MANAGEMENT/SUPPORT),"Electronics, Comms, & Sensors",A,AC,66,A6,Services,2.  Knowledge Based Services,2.  Program Management Services,RDT&E Management Support (6.6),NULL,PAMS,2,Professional Services,2.3,Management Advisory Services
AC67,R&D- DEFENSE SYSTEM: ELECTRONICS/COMMUNICATION EQUIPMENT (COMMERCIALIZED),"Electronics, Comms, & Sensors",A,AC,67,A7,R&D,1.  Research and Development,4.  Commericalization,Commericalization,NULL,Operational Systems Development (6.7),17,Research and Development,17.4,Commericalization
AC91,R&D- DEFENSE SYSTEM: MISCELLANEOUS HARD GOODS (BASIC RESEARCH),Other R&D and Knowledge Based,A,AC,91,A1,R&D,1.  Research and Development,3.  Technology Base,Basic Research (6.1),NULL,Basic Research (6.1),17,Research and Development,17.3,Technology Base
AC92,R&D- DEFENSE SYSTEM: MISCELLANEOUS HARD GOODS (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),Other R&D and Knowledge Based,A,AC,92,A2,R&D,1.  Research and Development,3.  Technology Base,Exploratory Development (6.2),NULL,Applied Research (6.2),17,Research and Development,17.3,Technology Base
AC93,R&D- DEFENSE SYSTEM: MISCELLANEOUS HARD GOODS (ADVANCED DEVELOPMENT),Other R&D and Knowledge Based,A,AC,93,A3,R&D,1.  Research and Development,1.  Systems Development,Advanced Development (6.3),NULL,Advanced Technology Development (6.3),17,Research and Development,17.1,Systems Development
AC94,R&D- DEFENSE SYSTEM: MISCELLANEOUS HARD GOODS (ENGINEERING DEVELOPMENT),Other R&D and Knowledge Based,A,AC,94,A4,R&D,1.  Research and Development,1.  Systems Development,Engineering Development (6.4),NULL,Advanced Component Development & Prototypes (6.4),17,Research and Development,17.1,Systems Development
AC95,R&D- DEFENSE SYSTEM: MISCELLANEOUS HARD GOODS (OPERATIONAL SYSTEMS DEVELOPMENT),Other R&D and Knowledge Based,A,AC,95,A5,R&D,1.  Research and Development,2.  Operational Systems Development,Operational Systems Development (6.5),NULL,System Development & Demonstration (6.5),17,Research and Development,17.2,Operational Systems Development
AC96,R&D- DEFENSE SYSTEM: MISCELLANEOUS HARD GOODS (MANAGEMENT/SUPPORT),Other R&D and Knowledge Based,A,AC,96,A6,Services,2.  Knowledge Based Services,2.  Program Management Services,RDT&E Management Support (6.6),NULL,PAMS,2,Professional Services,2.3,Management Advisory Services
AC97,R&D-MISC HARD GOODS-COMERCLIZ,Other R&D and Knowledge Based,A,AC,97,A7,R&D,1.  Research and Development,4.  Commericalization,Commericalization,NULL,Operational Systems Development (6.7),17,Research and Development,17.4,Commericalization
AD11,AMMUNITION (BASIC),Ordnance and Missiles,A,AD,11,A1,R&D,1.  Research and Development,3.  Technology Base,Basic Research (6.1),NULL,Basic Research (6.1),17,Research and Development,17.3,Technology Base
AD12,AMMUNITION (APPLIED/EXPLORATORY),Ordnance and Missiles,A,AD,12,A2,R&D,1.  Research and Development,3.  Technology Base,Exploratory Development (6.2),NULL,Applied Research (6.2),17,Research and Development,17.3,Technology Base
AD13,AMMUNITION (ADVANCED),Ordnance and Missiles,A,AD,13,A3,R&D,1.  Research and Development,1.  Systems Development,Advanced Development (6.3),NULL,Advanced Technology Development (6.3),17,Research and Development,17.1,Systems Development
AD14,AMMUNITION (ENGINEERING),Ordnance and Missiles,A,AD,14,A4,R&D,1.  Research and Development,1.  Systems Development,Engineering Development (6.4),NULL,Advanced Component Development & Prototypes (6.4),17,Research and Development,17.1,Systems Development
AD15,AMMUNITION (OPERATIONAL),Ordnance and Missiles,A,AD,15,A5,R&D,1.  Research and Development,2.  Operational Systems Development,Operational Systems Development (6.5),NULL,System Development & Demonstration (6.5),17,Research and Development,17.2,Operational Systems Development
AD16,AMMUNITION (MANAGEMENT/SUPPORT),Ordnance and Missiles,A,AD,16,A6,Services,2.  Knowledge Based Services,2.  Program Management Services,RDT&E Management Support (6.6),NULL,PAMS,2,Professional Services,2.3,Management Advisory Services
AD17,R&D- DEFENSE OTHER: AMMUNITION (COMMERCIALIZED),Ordnance and Missiles,A,AD,17,A7,R&D,1.  Research and Development,4.  Commericalization,Commericalization,NULL,Operational Systems Development (6.7),17,Research and Development,17.4,Commericalization
